Tid[s] Avstand[m]
19125 177104.08573632722
19140 177215.950029111
19155 177303.77269133436
19170 177363.45250366654
19185 177412.38429292457
19200 177453.96217165838
19215 177455.51780657694
19230 177480.54938663094
19245 177563.28088002978
19260 177618.15236624985
19275 177739.20904718895
19290 177865.9225823776
19305 177979.90819550495
19320 178071.12497027795
19335 178173.08976812512
19350 178262.0438011984
19365 178365.42281260787
19380 178469.08466672973
19395 178498.7831515396
19410 178626.2037935094
19425 178747.9675812298
19440 178875.38822319958
19455 179017.79952893048
19470 179117.07732100913
19485 179130.65377120793
19500 179183.2625157283
19515 179285.36873493157
19530 179384.9293697226
19545 179498.4907187812
19560 179611.4863824148
19575 179718.96661315524
19590 179829.13384966404
19605 179930.10869801752
19620 180038.1546141827
19635 180118.76478723806
19650 180155.110075791
19665 180193.43526333137
19680 180244.20553022053
19695 180312.9363093519
19710 180370.91906540914
19725 180421.12364687337
19740 180463.97431781323
19755 180529.73524846364
19770 180608.36552253165
19785 180713.30016885969
19800 180744.69570994435
19815 180797.16303310843
19830 180886.96559431913
19845 180989.21323487867
19860 181093.0165103568
19875 181205.5879099217
19890 181307.41128641262
19905 181346.72642344655
19920 181409.80034832843
19935 181477.82402067853
19950 181548.11043472853
19965 181627.7306582901
19980 181711.45210118257
19995 181792.7693810191
20010 181890.06727411028
20025 182005.0428367312
20040 182041.24670392787
20055 182141.23160278768
20070 182263.4196545767
20085 182388.15329077802
20100 182508.22002222354
20115 182618.38725873234
20130 182719.07926437334
20145 182823.16538256398
20160 182925.41302312352
20175 183027.6606636832
20190 183136.9793720546
20205 183314.0389100637
20220 183385.5981163197
20235 183517.68566304538
20250 183623.32741615459
20265 183737.17160792573
20280 183869.1177332951
20295 183945.20242295074
20310 184084.0781947757
20325 184222.81254524458
20340 184382.90152050523
20355 184550.4858276464
20370 184721.03998326868
20385 184916.06003351993
20400 185172.59837373433
20415 185415.56026375009
20430 185485.28099237516
20445 185533.08141078326
20460 185553.728928794
20475 185572.5379691736
20490 185580.03330105406
20505 185585.1244698787
20520 185615.53006146985
20535 185642.11727644244
20550 185673.65423888335
